0,1.225
100,1.213282776
200,1.201651487
300,1.190105695
400,1.178644964
500,1.16726886
600,1.155976947
700,1.144768793
800,1.133643967
900,1.122602038
1000,1.111642578
1100,1.100765158
1200,1.089969353
1300,1.079254737
1400,1.068620886
1500,1.058067377
1600,1.047593789
1700,1.037199701
1800,1.026884694
1900,1.016648351
2000,1.006490254
2100,0.996409989
2200,0.986407141
2300,0.976481298
2400,0.966632047
2500,0.956858978
2600,0.947161681
2700,0.93753975
2800,0.927992777
2900,0.918520356
3000,0.909122083
3100,0.899797556
3200,0.890546371
3300,0.881368129
3400,0.87226243
3500,0.863228876
3600,0.854267069
3700,0.845376615
3800,0.836557118
3900,0.827808184
4000,0.819129423
4100,0.810520443
4200,0.801980854
4300,0.793510267
4400,0.785108297
4500,0.776774555
4600,0.768508659
4700,0.760310223
4800,0.752178865
4900,0.744114205
5000,0.736115862
5100,0.728183458
5200,0.720316615
5300,0.712514956
5400,0.704778106
5500,0.697105691
5600,0.689497339
5700,0.681952679
5800,0.674471338
5900,0.667052949
6000,0.659697144
6100,0.652403555
6200,0.645171818
6300,0.638001567
6400,0.63089244
6500,0.623844075
6600,0.61685611
6700,0.609928187
6800,0.603059947
6900,0.596251032
7000,0.589501087
7100,0.582809757
7200,0.576176689
7300,0.569601529
7400,0.563083927
7500,0.556623533
7600,0.550219997
7700,0.543872973
7800,0.537582113
7900,0.531347072
8000,0.525167507
8100,0.519043074
8200,0.512973432
8300,0.50695824
8400,0.500997158
8500,0.495089849
8600,0.489235975
8700,0.483435201
8800,0.477687192
8900,0.471991614
9000,0.466348136
9100,0.460756425
9200,0.455216153
9300,0.44972699
9400,0.444288608
9500,0.438900682
9600,0.433562886
9700,0.428274896
9800,0.423036389
9900,0.417847043
10000,0.412706537
11000,0.363918027
12000,0.310828163
13000,0.265483267
14000,0.226753472
15000,0.193673739
16000,0.165419815
17000,0.141287689
18000,0.120676058
19000,0.103071336
20000,0.088034864
21000,0.074873663
22000,0.063727346
23000,0.054280272
24000,0.046267362
25000,0.039465819
26000,0.033688242
27000,0.028776875
28000,0.024598817
29000,0.021042019
30000,0.018011941
31000,0.015428756
32000,0.013225009
33000,0.011261987
34000,0.009608889
35000,0.008213921
36000,0.007034413
37000,0.006035129
38000,0.005186909
39000,0.00446557
40000,0.00385101
45000,0.001881289
50000,0.000977525
55000,0.000536684
60000,0.000288321
65000,0.000149342
70000,7.4243E-05
75000,3.48607E-05
80000,1.57005E-05
85000,6.77222E-06
